,Text,Subjectivity,Polarity,Analysis
485,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
486,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
487,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
488,  Souh African born ech enrepeneur  Elon Musk  has jus beme he riches person in he world  overaking Amazon founder Jeff Bezos  The Tesla and SpaceX enrepreneur s ne worh has crossed 185 billion US dollars   or close o R3 rillion  sabcnews,0,0,Neutral
489,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
490,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
491,  Elon Musk overakes Amazon s Bezos o beme world s riches person   Bloomberg News      Er1o48QOWp      NOKlrdPuji,0,0,Neutral
492,Elon Musk is now he riches person  in he world  passing Jeff Bezos            x0TJdNFdUN,0,0,Neutral
493,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
494,  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
495,  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
496,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
497,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
498,   Fueling Elon Musk s rise was an unprecedened rally in Tesla s share price  which surged 743  las year on he back of nsisen profis  inclusion in he S amp P 500 Index and enhusiasm from Wall Sree and reail invesors alike        8rUNIcVPHb,0,0,Neutral
499,Sheldon   Elon Musk passes Jeff Bezoz wih a differece of 1 4 billion o beme riches person on earh  Ɛwurade dabɛn wey I no fi buy land sef   ,0,0,Neutral
500,  Elon Musk dehrones Jeff Bezos as he world s riches person      w9gTjuYXRY,0,0,Neutral
501,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
502,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
503,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
504,No  Elon Musk is no he riches person in he world ye      1HuVm3iHXO by       9MunzHaSjb,0,0,Neutral
505,  Thursday s increase in Tesla s share price pushed Elon Musk s ne worh o more han  185 billion   pas Jeff Bezos  who had been he riches person since 2017 and is currenly worh abou  184 billion   TSLA  AMZN      g8CKSBfVad,0.5,0.5,Positive
506,U deserve i     Elon Musk is now he riches person in he world        DN9ZbqOLZq,0,0,Neutral
507,  JUST IN  Elon Musk surpasses Jeff Bezos o beme he world s riches person      Fl2uS2xSD      PcybbKQuG6,0,0,Neutral
508,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
509,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
510,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
511,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
512,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
513,anyway I saw someone mmending elon musk for beming he world s riches person oday hru  dreaming and imagining  and I was like  dude  no    don  look up o him he s hoarding billions in wealh ha uld be used o solve lierally hundreds of problems around he world,0,0,Neutral
514,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
515,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
516,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
517,  Souh African born ech enrepeneur  Elon Musk  has jus beme he riches person in he world  overaking Amazon founder Jeff Bezos  The Tesla and SpaceX enrepreneur s ne worh has crossed 185 billion US dollars   or close o R3 rillion  sabcnews,0,0,Neutral
518,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
519,Elon Musk passes Jeff Bezoz wih a differece of 1 4 billion o beme riches person on earh  Ɛwurade dabɛn wey I no fi buy land sef   ,0,0,Neutral
520,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
521,Elon is now he richer han Jeffrey   Weird        dAARUGjNa5,1,-0.5,Negative
522,   Elon Musk bemes he riches person  jus afer he plans o sar business in India  No doub afer Ambani  Adani Modi gov helped Elon Musk o achieve his milesone  Now BJP is  Ambani Adani Musk ki sarkar   Aisa kisi wannabe Ani Capialis woke kid ka wee nahi aaya,0,0,Neutral
523,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
524,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
525,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
526,  Musk began 2020 worh abou  27 billion  He s now he riches person in he hisory of he world  gaining more wealh han Bill Gaes  enire ne worh of  132 billion in jus 12 monhs  All while 360 000 people died and 10s of millions los jobs and HC        lhBus1Wm3l,0.5,0.5,Positive
527,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
528,   Elon Musk surpasses Amazon s Jeff Bezos as world s riches person wih a ne worh of more han  185 BILLION   Bu jus look a his reacion         71sTADC94,0.5,0.5,Positive
529,Elon Musk is an African and is he Riches person in he world       IqYITKkbmP,0,0,Neutral
530,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
531,  Elon Musk wakes up o he news ha he s now he riches person in he world  Meanwhile more han half he unry are checking heir a c balance every min hoping o see simulus funds hi  This life no balance ,0.333333333,0.166666667,Positive
532,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
533,  Souh Africa s very own Elon Musk is now he riches person in he world  The Preoria raised enrepreneur has overaken Amazon boss Jeff Bezos  eNCA      5a7YvCPaMD,1,0.78,Positive
534,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
535,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
536,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
537,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
538,   TESLA CEO ELON MUSK IS NOW THE RICHEST PERSON IN THE WORLD  PASSING JEFF BEZOS      nCCKOybp2R,0,0,Neutral
539,  Elon Musk passes Jeff Bezos o beme he riches person on Earh      yHilp5FHf      7JDPbZMnvA,0,0,Neutral
540,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
541,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
542,Tha s he s of Prime going up hen  jus as well I m cancelling i in a uple weeks   Elon Musk is now he riches person in he world  passing Jeff Bezos       n9ZwWACvNn,0,0,Neutral
543,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
544,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
545,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
546,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success   elonmusk esla      UCRZUmQzdE,0.5,0.266666667,Positive
547,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
548,  BREAKING  Souh African born Elon Musk jus passed Jeff Bezos as he riches person in he world a over  185 billion       QC2QXnSNB,0,0,Neutral
549,  BREAKING  Elon Musk has surpassed Jeff Bezos   184B  and has now beme he riches person on Earh wih a ne worh of  185 4B ,0,0,Neutral
550,  Elon Musk is now he riches person in he world  passing Jeff Bezos      QKHVPuYqWk,0,0,Neutral
551,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
552,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
553,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
554,  Musk began 2020 worh abou  27 billion  He s now he riches person in he hisory of he world  gaining more wealh han Bill Gaes  enire ne worh of  132 billion in jus 12 monhs  All while 360 000 people died and 10s of millions los jobs and HC        lhBus1Wm3l,0.5,0.5,Positive
555,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
556,  Elon Musk is now he riches person in he world    His Ne Worh is now more han Amazon founder Jeff Bezos   So  Wha is he one hing  we can learn from his enrepreneurial journey   Smar work  amp  Persisence is he key o success ,0.5,0.266666667,Positive
